pair_family,pair_id,source_task,target_task,num_experts,top_k,fixed_k,mean_acc,std_acc,mean_delta_vs_dynamic,num_runs
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,4,0,0.5200000019073486,,0.5200000019073486,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,4,1,0.4900000023841858,,0.4900000023841858,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,4,2,0.4960000023841858,,0.4960000023841858,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,4,3,0.5039999928474427,,0.5039999928474427,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,4,4,0.5300000061988831,,0.5300000061988831,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,6,0,0.5400000042915344,,0.5400000042915344,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,6,1,0.4659999976158142,,0.4659999976158142,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,6,2,0.5339999947547912,,0.5339999947547912,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,6,4,0.4859999928474426,,0.4859999928474426,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,6,6,0.5200000019073486,,0.5200000019073486,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,8,0,0.514,,0.514,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,8,1,0.5159999976158142,,0.5159999976158142,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,8,2,0.4759999980926513,,0.4759999980926513,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,8,4,0.49,,0.49,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,8,6,0.5239999952316284,,0.5239999952316284,1
p04,p04_insects_to_non_insect_invertebrates,insects,non_insect_invertebrates,32,8,8,0.5419999990463257,,0.5419999990463257,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,8,4,0,0.5839999990463257,,0.5839999990463257,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,8,4,1,0.6039999966621399,,0.6039999966621399,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,8,4,2,0.5620000014305114,,0.5620000014305114,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,8,4,3,0.5640000038146973,,0.5640000038146973,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,8,4,4,0.5800000038146973,,0.5800000038146973,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,4,0,0.5979999942779541,,0.5979999942779541,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,4,1,0.5919999990463257,,0.5919999990463257,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,4,2,0.5860000014305115,,0.5860000014305115,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,4,3,0.5800000038146973,,0.5800000038146973,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,4,4,0.586000006198883,,0.586000006198883,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,6,0,0.5780000014305114,,0.5780000014305114,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,6,1,0.5579999966621398,,0.5579999966621398,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,6,2,0.5979999942779541,,0.5979999942779541,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,6,4,0.5820000038146973,,0.5820000038146973,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,6,6,0.5780000014305114,,0.5780000014305114,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,8,0,0.5619999947547912,,0.5619999947547912,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,8,1,0.5780000019073487,,0.5780000019073487,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,8,2,0.5839999947547913,,0.5839999947547913,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,8,4,0.5759999995231628,,0.5759999995231628,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,8,6,0.5800000038146973,,0.5800000038146973,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,16,8,8,0.5739999966621399,,0.5739999966621399,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,4,0,0.4900000028610229,,0.4900000028610229,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,4,1,0.576000006198883,,0.576000006198883,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,4,2,0.5419999971389771,,0.5419999971389771,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,4,3,0.576000006198883,,0.576000006198883,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,4,4,0.5700000038146973,,0.5700000038146973,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,6,0,0.5680000014305114,,0.5680000014305114,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,6,1,0.5340000019073486,,0.5340000019073486,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,6,2,0.5359999952316284,,0.5359999952316284,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,6,4,0.5259999952316284,,0.5259999952316284,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,6,6,0.5879999966621399,,0.5879999966621399,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,8,0,0.5680000038146973,,0.5680000038146973,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,8,1,0.5779999947547912,,0.5779999947547912,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,8,2,0.566000006198883,,0.566000006198883,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,8,4,0.5619999971389771,,0.5619999971389771,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,8,6,0.5319999928474426,,0.5319999928474426,1
p04,p04_non_insect_invertebrates_to_insects,non_insect_invertebrates,insects,32,8,8,0.5660000014305114,,0.5660000014305114,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,8,4,0,0.4440000002384185,,0.4440000002384185,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,8,4,1,0.4599999983310699,,0.4599999983310699,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,8,4,2,0.4559999980926513,,0.4559999980926513,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,8,4,3,0.4499999985694885,,0.4499999985694885,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,8,4,4,0.464,,0.464,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,4,0,0.4399999961853027,,0.4399999961853027,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,4,1,0.4680000023841857,,0.4680000023841857,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,4,2,0.4380000004768372,,0.4380000004768372,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,4,3,0.4619999980926513,,0.4619999980926513,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,4,4,0.4400000011920928,,0.4400000011920928,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,6,0,0.4660000004768371,,0.4660000004768371,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,6,1,0.4880000023841858,,0.4880000023841858,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,6,2,0.4659999980926513,,0.4659999980926513,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,6,4,0.4679999980926513,,0.4679999980926513,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,6,6,0.4719999980926513,,0.4719999980926513,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,8,0,0.4700000028610229,,0.4700000028610229,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,8,1,0.4639999980926513,,0.4639999980926513,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,8,2,0.4419999961853027,,0.4419999961853027,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,8,4,0.4640000004768371,,0.4640000004768371,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,8,6,0.4680000023841857,,0.4680000023841857,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,16,8,8,0.4600000007152557,,0.4600000007152557,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,4,0,0.4780000002384186,,0.4780000002384186,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,4,1,0.5020000026226044,,0.5020000026226044,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,4,2,0.4940000002384185,,0.4940000002384185,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,4,3,0.4800000019073486,,0.4800000019073486,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,4,4,0.5079999978542328,,0.5079999978542328,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,6,0,0.4919999978542327,,0.4919999978542327,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,6,1,0.4980000023841858,,0.4980000023841858,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,6,2,0.4939999978542327,,0.4939999978542327,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,6,4,0.4979999976158142,,0.4979999976158142,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,6,6,0.4860000026226043,,0.4860000026226043,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,8,0,0.4620000023841858,,0.4620000023841858,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,8,1,0.4920000002384185,,0.4920000002384185,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,8,2,0.4900000026226043,,0.4900000026226043,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,8,4,0.4880000023841858,,0.4880000023841858,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,8,6,0.512,,0.512,1
p05,p05_medium_sized_mammals_to_small_mammals,medium_sized_mammals,small_mammals,32,8,8,0.4900000026226043,,0.4900000026226043,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,8,4,0,0.5600000038146973,,0.5600000038146973,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,8,4,1,0.5080000019073486,,0.5080000019073486,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,8,4,2,0.5560000038146973,,0.5560000038146973,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,8,4,3,0.5899999942779541,,0.5899999942779541,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,8,4,4,0.5499999947547912,,0.5499999947547912,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,4,0,0.5680000009536743,,0.5680000009536743,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,4,1,0.4960000042915344,,0.4960000042915344,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,4,2,0.5739999990463257,,0.5739999990463257,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,4,3,0.5979999966621399,,0.5979999966621399,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,4,4,0.5459999947547912,,0.5459999947547912,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,6,0,0.5700000014305114,,0.5700000014305114,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,6,1,0.5359999947547912,,0.5359999947547912,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,6,2,0.5679999990463257,,0.5679999990463257,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,6,4,0.5140000042915345,,0.5140000042915345,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,6,6,0.5899999942779541,,0.5899999942779541,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,8,0,0.5740000057220459,,0.5740000057220459,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,8,1,0.5479999966621399,,0.5479999966621399,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,8,2,0.548000006198883,,0.548000006198883,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,8,4,0.5780000038146973,,0.5780000038146973,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,8,6,0.5659999966621398,,0.5659999966621398,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,16,8,8,0.5659999966621398,,0.5659999966621398,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,4,0,0.5459999971389771,,0.5459999971389771,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,4,1,0.5300000042915344,,0.5300000042915344,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,4,2,0.6120000004768371,,0.6120000004768371,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,4,3,0.5700000033378602,,0.5700000033378602,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,4,4,0.568000006198883,,0.568000006198883,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,6,0,0.5759999942779541,,0.5759999942779541,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,6,1,0.5820000057220459,,0.5820000057220459,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,6,2,0.5920000033378601,,0.5920000033378601,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,6,4,0.6039999942779541,,0.6039999942779541,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,6,6,0.6020000033378601,,0.6020000033378601,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,8,0,0.5999999961853028,,0.5999999961853028,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,8,1,0.5779999947547912,,0.5779999947547912,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,8,2,0.5820000057220459,,0.5820000057220459,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,8,4,0.5979999938011169,,0.5979999938011169,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,8,6,0.5479999971389771,,0.5479999971389771,1
p05,p05_small_mammals_to_medium_sized_mammals,small_mammals,medium_sized_mammals,32,8,8,0.5920000057220459,,0.5920000057220459,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,8,4,0,0.5379999928474426,,0.5379999928474426,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,8,4,1,0.5739999947547912,,0.5739999947547912,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,8,4,2,0.5660000019073487,,0.5660000019073487,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,8,4,3,0.5459999928474426,,0.5459999928474426,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,8,4,4,0.5599999995231628,,0.5599999995231628,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,4,0,0.5700000042915344,,0.5700000042915344,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,4,1,0.548,,0.548,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,4,2,0.5799999928474426,,0.5799999928474426,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,4,3,0.5840000019073487,,0.5840000019073487,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,4,4,0.5879999952316284,,0.5879999952316284,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,6,0,0.5599999995231628,,0.5599999995231628,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,6,1,0.566,,0.566,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,6,2,0.5679999947547912,,0.5679999947547912,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,6,4,0.5739999971389771,,0.5739999971389771,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,6,6,0.5859999971389771,,0.5859999971389771,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,8,0,0.5620000019073487,,0.5620000019073487,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,8,1,0.588,,0.588,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,8,2,0.5620000019073487,,0.5620000019073487,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,8,4,0.5799999995231628,,0.5799999995231628,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,8,6,0.5820000019073487,,0.5820000019073487,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,16,8,8,0.5799999995231628,,0.5799999995231628,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,4,0,0.5619999952316285,,0.5619999952316285,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,4,1,0.5840000042915344,,0.5840000042915344,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,4,2,0.5600000042915344,,0.5600000042915344,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,4,3,0.5940000038146973,,0.5940000038146973,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,4,4,0.6000000014305115,,0.6000000014305115,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,6,0,0.5559999928474426,,0.5559999928474426,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,6,1,0.5460000042915344,,0.5460000042915344,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,6,2,0.5359999928474426,,0.5359999928474426,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,6,4,0.5660000042915344,,0.5660000042915344,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,6,6,0.5679999952316284,,0.5679999952316284,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,8,0,0.5839999971389771,,0.5839999971389771,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,8,1,0.5620000019073487,,0.5620000019073487,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,8,2,0.5399999928474426,,0.5399999928474426,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,8,4,0.5679999995231628,,0.5679999995231628,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,8,6,0.5819999928474426,,0.5819999928474426,1
p06,p06_large_carnivores_to_large_omnivores_herbivores,large_carnivores,large_omnivores_herbivores,32,8,8,0.5760000019073487,,0.5760000019073487,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,8,4,0,0.6000000057220459,,0.6000000057220459,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,8,4,1,0.6180000033378601,,0.6180000033378601,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,8,4,2,0.6099999966621399,,0.6099999966621399,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,8,4,3,0.6399999961853028,,0.6399999961853028,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,8,4,4,0.5879999995231628,,0.5879999995231628,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,4,0,0.6159999961853028,,0.6159999961853028,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,4,1,0.5700000038146973,,0.5700000038146973,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,4,2,0.6039999990463257,,0.6039999990463257,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,4,3,0.6099999942779541,,0.6099999942779541,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,4,4,0.6119999942779542,,0.6119999942779542,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,6,0,0.6019999990463257,,0.6019999990463257,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,6,1,0.6020000009536743,,0.6020000009536743,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,6,2,0.5919999990463257,,0.5919999990463257,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,6,4,0.5980000014305115,,0.5980000014305115,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,6,6,0.594000006198883,,0.594000006198883,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,8,0,0.6099999942779541,,0.6099999942779541,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,8,1,0.6140000033378601,,0.6140000033378601,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,8,2,0.5700000057220459,,0.5700000057220459,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,8,4,0.6300000033378601,,0.6300000033378601,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,8,6,0.6179999942779542,,0.6179999942779542,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,16,8,8,0.5940000009536743,,0.5940000009536743,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,4,0,0.5879999971389771,,0.5879999971389771,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,4,1,0.6399999938011169,,0.6399999938011169,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,4,2,0.6500000052452087,,0.6500000052452087,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,4,3,0.612000002861023,,0.612000002861023,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,4,4,0.6340000057220458,,0.6340000057220458,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,6,0,0.5960000014305115,,0.5960000014305115,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,6,1,0.6420000009536743,,0.6420000009536743,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,6,2,0.5999999942779541,,0.5999999942779541,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,6,4,0.6039999942779541,,0.6039999942779541,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,6,6,0.6240000009536744,,0.6240000009536744,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,8,0,0.6140000033378601,,0.6140000033378601,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,8,1,0.6459999985694885,,0.6459999985694885,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,8,2,0.6200000009536744,,0.6200000009536744,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,8,4,0.6300000033378601,,0.6300000033378601,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,8,6,0.6259999961853028,,0.6259999961853028,1
p06,p06_large_omnivores_herbivores_to_large_carnivores,large_omnivores_herbivores,large_carnivores,32,8,8,0.6000000057220459,,0.6000000057220459,1
