run_id,pair_id,source_task,target_task,direction,mode,transfer_mode,epoch_budget,seed,E,K,F,fixed_ratio,approx_runtime_sec,approx_runtime_min,best_test_acc,final_test_acc,config_snapshot_mtime,run_summary_mtime,has_metrics_history
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,16,8,6,0.75,50.487,0.841,0.8079999952316285,0.8120000038146973,1775843777.534956,1775843828.0221334,True
fix_vehicles1_to_vehicles2_E16_K8_F8_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,50,1,16,8,8,1.0,51.689,0.861,0.8359999990463257,0.7780000042915344,1775843000.0408397,1775843051.730223,True
dyn_vehicles1_to_vehicles2_E32_K4_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,50,1,32,4,0,0.0,61.894,1.032,0.8139999947547912,0.8040000042915344,1775842653.3395138,1775842715.2330635,True
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,4,1,0.25,64.648,1.077,0.8059999995231628,0.7839999976158142,1775843830.9263144,1775843895.5742996,True
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,4,2,0.5,64.004,1.067,0.7799999952316284,0.7940000042915344,1775843898.550481,1775843962.5543454,True
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,4,3,0.75,63.305,1.055,0.8199999971389771,0.8119999928474426,1775843965.4665196,1775844028.7718832,True
fix_vehicles1_to_vehicles2_E32_K4_F4_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,50,1,32,4,4,1.0,61.918,1.032,0.8099999995231628,0.7919999952316285,1775843054.6105149,1775843116.528604,True
dyn_vehicles1_to_vehicles2_E32_K6_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,50,1,32,6,0,0.0,63.569,1.059,0.8019999923706055,0.7660000042915345,1775842718.2535102,1775842781.8225293,True
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,6,1,0.16666666666666666,61.609,1.027,0.8099999971389771,0.8099999971389771,1775844031.6386178,1775844093.2473953,True
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,6,2,0.3333333333333333,64.443,1.074,0.8219999947547912,0.8019999971389771,1775844096.2180815,1775844160.661552,True
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,6,4,0.6666666666666666,62.344,1.039,0.8120000042915344,0.8120000042915344,1775844163.5362782,1775844225.880632,True
fix_vehicles1_to_vehicles2_E32_K6_F6_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,50,1,32,6,6,1.0,64.362,1.073,0.8259999947547912,0.8380000019073486,1775843119.4248805,1775843183.786844,True
dyn_vehicles1_to_vehicles2_E32_K8_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,50,1,32,8,0,0.0,61.744,1.029,0.8279999923706055,0.8060000042915344,1775842784.758929,1775842846.5030167,True
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,8,1,0.125,66.446,1.107,0.8179999928474426,0.7600000047683716,1775844228.843317,1775844295.2898076,True
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,8,2,0.25,64.167,1.069,0.8239999923706055,0.7999999947547912,1775844298.2404962,1775844362.4070663,True
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,8,4,0.5,65.136,1.086,0.8280000038146973,0.8280000038146973,1775844365.3392282,1775844430.47481,True
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,50,1,32,8,6,0.75,63.891,1.065,0.8019999976158142,0.8019999976158142,1775844433.4469726,1775844497.338457,True
fix_vehicles1_to_vehicles2_E32_K8_F8_ep50_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,50,1,32,8,8,1.0,62.469,1.041,0.8199999976158142,0.8120000042915344,1775843186.7631118,1775843249.2325861,True
dyn_vehicles1_to_vehicles2_E8_K4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,60,1,8,4,0,0.0,48.673,0.811,0.8339999923706055,0.7740000019073486,1775882487.9901118,1775882536.6635354,True
hyb_vehicles1_to_vehicles2_E8_K4_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,8,4,1,0.25,47.344,0.789,0.8359999923706055,0.7419999952316284,1775884310.3095348,1775884357.6537533,True
hyb_vehicles1_to_vehicles2_E8_K4_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,8,4,2,0.5,48.636,0.811,0.8079999947547912,0.7840000042915344,1775884360.4577675,1775884409.094035,True
hyb_vehicles1_to_vehicles2_E8_K4_F3_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,8,4,3,0.75,46.952,0.783,0.8040000019073487,0.7399999933242798,1775884411.8740513,1775884458.8263469,True
fix_vehicles1_to_vehicles2_E8_K4_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,60,1,8,4,4,1.0,47.037,0.784,0.8519999923706054,0.7319999933242798,1775882927.5582645,1775882974.5954943,True
dyn_vehicles1_to_vehicles2_E16_K4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,60,1,16,4,0,0.0,53.894,0.898,0.7999999971389771,0.8140000019073487,1775882095.405413,1775882149.2993207,True
hyb_vehicles1_to_vehicles2_E16_K4_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,4,1,0.25,56.257,0.938,0.8239999923706055,0.8280000014305114,1775882977.427568,1775883033.685026,True
hyb_vehicles1_to_vehicles2_E16_K4_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,4,2,0.5,56.185,0.936,0.8259999966621399,0.7760000042915344,1775883036.3930957,1775883092.5785391,True
hyb_vehicles1_to_vehicles2_E16_K4_F3_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,4,3,0.75,55.521,0.925,0.8380000038146973,0.7859999928474426,1775883095.3786108,1775883150.9000263,True
fix_vehicles1_to_vehicles2_E16_K4_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,60,1,16,4,4,1.0,55.69,0.928,0.7859999976158142,0.7980000019073487,1775882539.6996233,1775882595.3892212,True
dyn_vehicles1_to_vehicles2_E16_K6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,60,1,16,6,0,0.0,54.57,0.909,0.8239999971389771,0.8159999995231628,1775882152.1074183,1775882206.6772835,True
hyb_vehicles1_to_vehicles2_E16_K6_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,6,1,0.16666666666666666,56.861,0.948,0.8220000038146973,0.7859999952316284,1775883153.6280956,1775883210.489535,True
hyb_vehicles1_to_vehicles2_E16_K6_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,6,2,0.3333333333333333,56.605,0.943,0.8339999942779541,0.8059999928474426,1775883213.2136037,1775883269.8190277,True
hyb_vehicles1_to_vehicles2_E16_K6_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,6,4,0.6666666666666666,56.525,0.942,0.8219999923706055,0.8219999923706055,1775883272.5990975,1775883329.1245112,True
fix_vehicles1_to_vehicles2_E16_K6_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,60,1,16,6,6,1.0,53.87,0.898,0.8179999971389771,0.8239999947547912,1775882598.2893035,1775882652.1588216,True
dyn_vehicles1_to_vehicles2_E16_K8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,60,1,16,8,0,0.0,56.514,0.942,0.8439999942779541,0.8259999923706055,1775882209.5573802,1775882266.071249,True
hyb_vehicles1_to_vehicles2_E16_K8_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,8,1,0.125,56.845,0.947,0.8240000014305114,0.8199999923706055,1775883331.8925803,1775883388.7379951,True
hyb_vehicles1_to_vehicles2_E16_K8_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,8,2,0.25,56.153,0.936,0.8219999947547912,0.8020000042915344,1775883391.518064,1775883447.6714056,True
hyb_vehicles1_to_vehicles2_E16_K8_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,8,4,0.5,56.258,0.938,0.8159999966621398,0.7559999957084655,1775883450.4152994,1775883506.6732857,True
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,16,8,6,0.75,54.886,0.915,0.8180000014305114,0.7980000042915344,1775883509.425195,1775883564.3115246,True
fix_vehicles1_to_vehicles2_E16_K8_F8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,60,1,16,8,8,1.0,55.614,0.927,0.8100000019073487,0.8179999947547912,1775882654.9068983,1775882710.5204399,True
dyn_vehicles1_to_vehicles2_E32_K4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,60,1,32,4,0,0.0,70.69,1.178,0.8059999995231628,0.8199999947547912,1775882268.9633431,1775882339.6536014,True
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,4,1,0.25,71.039,1.184,0.8199999995231628,0.8079999923706055,1775883567.0154488,1775883638.0546334,True
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,4,2,0.5,71.055,1.184,0.8320000019073487,0.7979999976158142,1775883640.8131917,1775883711.8682346,True
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,4,3,0.75,70.484,1.175,0.8099999928474426,0.7520000023841857,1775883714.6188104,1775883785.1031697,True
fix_vehicles1_to_vehicles2_E32_K4_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,60,1,32,4,4,1.0,67.554,1.126,0.7980000019073487,0.7920000019073486,1775882713.3045163,1775882780.8583581,True
dyn_vehicles1_to_vehicles2_E32_K6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,60,1,32,6,0,0.0,70.326,1.172,0.8359999971389771,0.8219999971389771,1775882342.4656897,1775882412.7918606,True
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,6,1,0.16666666666666666,71.619,1.194,0.7919999995231628,0.8000000042915344,1775883787.8431332,1775883859.4623177,True
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,6,2,0.3333333333333333,70.683,1.178,0.7860000042915344,0.778,1775883862.1902914,1775883932.8737273,True
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,6,4,0.6666666666666666,72.48,1.208,0.8399999923706055,0.7739999976158142,1775883935.6457095,1775884008.1253462,True
fix_vehicles1_to_vehicles2_E32_K6_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,60,1,32,6,6,1.0,70.598,1.177,0.8339999923706055,0.8060000042915344,1775882783.5544312,1775882854.1523244,True
dyn_vehicles1_to_vehicles2_E32_K8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,60,1,32,8,0,0.0,69.49,1.158,0.8399999966621399,0.8060000042915344,1775882415.6519475,1775882485.1420279,True
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,8,1,0.125,72.084,1.201,0.7999999995231628,0.8080000019073487,1775884010.9653358,1775884083.0491612,True
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,8,2,0.25,73.94,1.232,0.8319999995231628,0.7780000023841858,1775884085.765158,1775884159.7051454,True
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,8,4,0.5,71.496,1.192,0.8280000014305114,0.8139999947547912,1775884162.597148,1775884234.0932748,True
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,60,1,32,8,6,0.75,70.68,1.178,0.8059999971389771,0.7619999976158142,1775884236.8972821,1775884307.5775232,True
fix_vehicles1_to_vehicles2_E32_K8_F8_ep60_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,60,1,32,8,8,1.0,67.874,1.131,0.8379999990463257,0.8139999995231628,1775882856.9683993,1775882924.8421934,True
dyn_vehicles1_to_vehicles2_E8_K4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,1,8,4,0,0.0,65.87,1.098,0.7999999995231628,0.8379999923706055,1775929731.041237,1775929796.9116259,True
dyn_vehicles1_to_vehicles2_E8_K4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,3,8,4,0,0.0,66.01,1.1,0.8420000038146973,0.8379999990463257,1775929799.7237265,1775929865.7340536,True
hyb_vehicles1_to_vehicles2_E8_K4_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,8,4,1,0.25,69.302,1.155,0.8259999990463257,0.8480000014305115,1775934953.2592688,1775935022.561186,True
hyb_vehicles1_to_vehicles2_E8_K4_F1_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,8,4,1,0.25,68.069,1.134,0.8399999971389771,0.8399999966621399,1775935025.5134292,1775935093.582848,True
hyb_vehicles1_to_vehicles2_E8_K4_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,8,4,2,0.5,70.093,1.168,0.8199999971389771,0.8199999971389771,1775935096.4550693,1775935166.5482965,True
hyb_vehicles1_to_vehicles2_E8_K4_F2_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,8,4,2,0.5,68.753,1.146,0.8579999966621399,0.8579999966621399,1775935169.436505,1775935238.1893299,True
hyb_vehicles1_to_vehicles2_E8_K4_F3_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,8,4,3,0.75,68.929,1.149,0.8360000014305115,0.851999997138977,1775935241.1575322,1775935310.0861077,True
hyb_vehicles1_to_vehicles2_E8_K4_F3_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,8,4,3,0.75,69.036,1.151,0.8419999990463257,0.8279999923706055,1775935313.0542996,1775935382.0906544,True
fix_vehicles1_to_vehicles2_E8_K4_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,1,8,4,4,1.0,68.592,1.143,0.8460000038146973,0.8320000019073487,1775930996.737201,1775931065.3295329,True
fix_vehicles1_to_vehicles2_E8_K4_F4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,3,8,4,4,1.0,69.776,1.163,0.8419999923706055,0.8120000042915344,1775931068.2697132,1775931138.0458722,True
dyn_vehicles1_to_vehicles2_E16_K4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,1,16,4,0,0.0,78.115,1.302,0.8400000038146973,0.8199999990463257,1775928635.4253411,1775928713.5408378,True
dyn_vehicles1_to_vehicles2_E16_K4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,3,16,4,0,0.0,76.267,1.271,0.8320000038146973,0.8360000038146973,1775928716.4411008,1775928792.707671,True
hyb_vehicles1_to_vehicles2_E16_K4_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,4,1,0.25,82.453,1.374,0.8480000014305115,0.8079999995231628,1775931141.0620472,1775931223.5146852,True
hyb_vehicles1_to_vehicles2_E16_K4_F1_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,4,1,0.25,81.96,1.366,0.8219999971389771,0.8240000038146973,1775931226.478847,1775931308.439205,True
hyb_vehicles1_to_vehicles2_E16_K4_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,4,2,0.5,82.392,1.373,0.8379999923706055,0.8399999990463257,1775931311.3713567,1775931393.7635229,True
hyb_vehicles1_to_vehicles2_E16_K4_F2_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,4,2,0.5,83.42,1.39,0.8080000019073487,0.7779999976158142,1775931396.763671,1775931480.1837034,True
hyb_vehicles1_to_vehicles2_E16_K4_F3_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,4,3,0.75,79.732,1.329,0.8280000038146973,0.8359999947547913,1775931483.1678445,1775931562.8995507,True
hyb_vehicles1_to_vehicles2_E16_K4_F3_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,4,3,0.75,80.964,1.349,0.8339999966621399,0.7999999923706055,1775931565.8316846,1775931646.7953224,True
fix_vehicles1_to_vehicles2_E16_K4_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,1,16,4,4,1.0,79.371,1.323,0.8380000038146973,0.8399999971389771,1775929868.7261577,1775929948.0968792,True
fix_vehicles1_to_vehicles2_E16_K4_F4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,3,16,4,4,1.0,79.099,1.318,0.8420000014305115,0.7780000042915344,1775929951.1929839,1775930030.2916245,True
dyn_vehicles1_to_vehicles2_E16_K6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,1,16,6,0,0.0,78.282,1.305,0.8280000057220459,0.8280000057220459,1775928795.5319018,1775928873.8139884,True
dyn_vehicles1_to_vehicles2_E16_K6_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,3,16,6,0,0.0,79.706,1.328,0.8019999995231628,0.8239999923706055,1775928876.6421976,1775928956.3478115,True
hyb_vehicles1_to_vehicles2_E16_K6_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,6,1,0.16666666666666666,84.432,1.407,0.8400000014305115,0.8340000014305115,1775931649.9874635,1775931734.4191427,True
hyb_vehicles1_to_vehicles2_E16_K6_F1_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,6,1,0.16666666666666666,82.508,1.375,0.8300000038146973,0.7579999976158142,1775931737.3712695,1775931819.8787699,True
hyb_vehicles1_to_vehicles2_E16_K6_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,6,2,0.3333333333333333,78.535,1.309,0.8339999990463257,0.8100000019073487,1775931822.9068968,1775931901.4421544,True
hyb_vehicles1_to_vehicles2_E16_K6_F2_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,6,2,0.3333333333333333,82.231,1.371,0.8280000038146973,0.7880000019073486,1775931904.3502738,1775931986.581619,True
hyb_vehicles1_to_vehicles2_E16_K6_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,6,4,0.6666666666666666,83.439,1.391,0.8340000038146973,0.8139999995231628,1775931989.5657394,1775932073.0050757,True
hyb_vehicles1_to_vehicles2_E16_K6_F4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,6,4,0.6666666666666666,84.351,1.406,0.8259999971389771,0.8139999971389771,1775932075.9451923,1775932160.2965145,True
fix_vehicles1_to_vehicles2_E16_K6_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,1,16,6,6,1.0,77.287,1.288,0.8560000014305115,0.8099999971389771,1775930033.3437252,1775930110.6302469,True
fix_vehicles1_to_vehicles2_E16_K6_F6_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,3,16,6,6,1.0,78.771,1.313,0.8140000014305114,0.7980000019073487,1775930113.5263405,1775930192.2968595,True
dyn_vehicles1_to_vehicles2_E16_K8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,1,16,8,0,0.0,78.113,1.302,0.8580000014305115,0.8260000019073487,1775928959.2920089,1775929037.4050229,True
dyn_vehicles1_to_vehicles2_E16_K8_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,3,16,8,0,0.0,78.105,1.302,0.8280000014305114,0.7919999995231628,1775929040.3452034,1775929118.449805,True
hyb_vehicles1_to_vehicles2_E16_K8_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,8,1,0.125,81.863,1.364,0.8220000038146973,0.8139999947547912,1775932163.3606346,1775932245.2238178,True
hyb_vehicles1_to_vehicles2_E16_K8_F1_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,8,1,0.125,85.051,1.418,0.8239999923706055,0.8099999947547912,1775932248.1759322,1775932333.2272034,True
hyb_vehicles1_to_vehicles2_E16_K8_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,8,2,0.25,83.699,1.395,0.8380000038146973,0.8119999947547912,1775932336.1473153,1775932419.8465044,True
hyb_vehicles1_to_vehicles2_E16_K8_F2_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,8,2,0.25,83.667,1.394,0.8139999990463257,0.8139999990463257,1775932422.8226173,1775932506.48978,True
hyb_vehicles1_to_vehicles2_E16_K8_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,8,4,0.5,84.751,1.413,0.8179999942779541,0.8260000014305114,1775932509.4538915,1775932594.2050736,True
hyb_vehicles1_to_vehicles2_E16_K8_F4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,8,4,0.5,85.432,1.424,0.8179999923706055,0.8239999947547912,1775932597.153184,1775932682.58471,True
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,16,8,6,0.75,81.813,1.364,0.8339999990463257,0.8079999923706055,1775932685.5485752,1775932767.3613188,True
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,16,8,6,0.75,85.553,1.426,0.8279999947547912,0.8220000038146973,1775932770.2372198,1775932855.790696,True
