run_id,mode,pair_group,pair_id,seed,source_task,target_task,task_name,num_classes,num_experts,top_k,fixed_k,dynamic_k,fixed_ratio,source_ref_run_id,source_stats_path,fixed_experts,best_val_epoch,best_val_acc,best_test_acc,best_test_macro_f1,best_test_loss,best_test_routing_entropy,final_test_acc,final_test_macro_f1,final_test_loss,final_test_routing_entropy,train_size,val_size,test_size,checkpoint_path,config_path,run_dir,log_path,fixed_experts_layer0,resolved_fixed_path
hyb_p01_vehicles2_to_vehicles1_E32_K6_F4_s1,hybrid_transfer,main_strong_6,p01_vehicles2_to_vehicles1,1,vehicles2,vehicles1,vehicles1,5,32,6,4,2,0.6666666666666666,ref_vehicles2_E32_K6_s1,./results/runs/ref_vehicles2_E32_K6_s1/expert_stats_last3.json,"[6, 31, 14, 8]",8,0.6279999809265137,0.5920000038146973,0.5711082912241497,1.0202053389549255,2.8262898921966553,0.5920000057220459,0.5663173076923077,1.0021877098083496,2.804184377193451,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p01_vehicles2_to_vehicles1_E32_K6_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K6_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K6_F4_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p01_vehicles2_to_vehicles1_E32_K6_F4_s1.log,"6,31,14,8",results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K6_F4_s1/resolved_fixed_experts.json
fix_p01_vehicles2_to_vehicles1_E32_K6_F6_s1,hybrid_transfer,main_strong_6,p01_vehicles2_to_vehicles1,1,vehicles2,vehicles1,vehicles1,5,32,6,6,0,1.0,ref_vehicles2_E32_K6_s1,./results/runs/ref_vehicles2_E32_K6_s1/expert_stats_last3.json,"[6, 31, 14, 8, 22, 11]",8,0.6279999957084655,0.6100000014305115,0.6031789735058929,0.995096372127533,3.38901150226593,0.5880000057220459,0.5788979383596425,0.9819670214653015,3.3807608485221863,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p01_vehicles2_to_vehicles1_E32_K6_F6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p01_vehicles2_to_vehicles1_E32_K6_F6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p01_vehicles2_to_vehicles1_E32_K6_F6_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p01_vehicles2_to_vehicles1_E32_K6_F6_s1.log,"6,31,14,8,22,11",results/runs/fix_p01_vehicles2_to_vehicles1_E32_K6_F6_s1/resolved_fixed_experts.json
hyb_p01_vehicles2_to_vehicles1_E32_K8_F1_s1,hybrid_transfer,main_strong_6,p01_vehicles2_to_vehicles1,1,vehicles2,vehicles1,vehicles1,5,32,8,1,7,0.125,ref_vehicles2_E32_K8_s1,./results/runs/ref_vehicles2_E32_K8_s1/expert_stats_last3.json,[14],10,0.6119999947547913,0.6059999942779541,0.5746548426554522,1.0069866237640381,2.9175317883491516,0.6059999942779541,0.5746548426554522,1.0069866237640381,2.9175317883491516,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p01_vehicles2_to_vehicles1_E32_K8_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F1_s1.log,14,results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F1_s1/resolved_fixed_experts.json
hyb_p01_vehicles2_to_vehicles1_E32_K8_F2_s1,hybrid_transfer,main_strong_6,p01_vehicles2_to_vehicles1,1,vehicles2,vehicles1,vehicles1,5,32,8,2,6,0.25,ref_vehicles2_E32_K8_s1,./results/runs/ref_vehicles2_E32_K8_s1/expert_stats_last3.json,"[14, 31]",10,0.5839999942779541,0.5939999947547913,0.5617245701813514,1.0661081237792969,2.973309576511383,0.5939999947547913,0.5617245701813514,1.0661081237792969,2.973309576511383,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p01_vehicles2_to_vehicles1_E32_K8_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F2_s1.log,"14,31",results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F2_s1/resolved_fixed_experts.json
hyb_p01_vehicles2_to_vehicles1_E32_K8_F4_s1,hybrid_transfer,main_strong_6,p01_vehicles2_to_vehicles1,1,vehicles2,vehicles1,vehicles1,5,32,8,4,4,0.5,ref_vehicles2_E32_K8_s1,./results/runs/ref_vehicles2_E32_K8_s1/expert_stats_last3.json,"[14, 31, 6, 21]",10,0.6039999856948852,0.5880000057220459,0.5700908530389707,1.0246098995208741,2.991622507572174,0.5880000057220459,0.5700908530389707,1.0246098995208741,2.991622507572174,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p01_vehicles2_to_vehicles1_E32_K8_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F4_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F4_s1.log,"14,31,6,21",results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F4_s1/resolved_fixed_experts.json
hyb_p01_vehicles2_to_vehicles1_E32_K8_F6_s1,hybrid_transfer,main_strong_6,p01_vehicles2_to_vehicles1,1,vehicles2,vehicles1,vehicles1,5,32,8,6,2,0.75,ref_vehicles2_E32_K8_s1,./results/runs/ref_vehicles2_E32_K8_s1/expert_stats_last3.json,"[14, 31, 6, 21, 10, 23]",10,0.6159999713897705,0.5899999990463257,0.5872315834790287,1.0466934537887573,2.8367499113082886,0.5899999990463257,0.5872315834790287,1.0466934537887573,2.8367499113082886,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p01_vehicles2_to_vehicles1_E32_K8_F6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F6_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F6_s1.log,"14,31,6,21,10,23",results/runs/hyb_p01_vehicles2_to_vehicles1_E32_K8_F6_s1/resolved_fixed_experts.json
fix_p01_vehicles2_to_vehicles1_E32_K8_F8_s1,hybrid_transfer,main_strong_6,p01_vehicles2_to_vehicles1,1,vehicles2,vehicles1,vehicles1,5,32,8,8,0,1.0,ref_vehicles2_E32_K8_s1,./results/runs/ref_vehicles2_E32_K8_s1/expert_stats_last3.json,"[14, 31, 6, 21, 10, 23, 9, 8]",10,0.6279999957084655,0.5980000033378601,0.5825114575064406,1.0000838384628297,3.315453886985779,0.5980000033378601,0.5825114575064406,1.0000838384628297,3.315453886985779,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p01_vehicles2_to_vehicles1_E32_K8_F8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p01_vehicles2_to_vehicles1_E32_K8_F8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p01_vehicles2_to_vehicles1_E32_K8_F8_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p01_vehicles2_to_vehicles1_E32_K8_F8_s1.log,"14,31,6,21,10,23,9,8",results/runs/fix_p01_vehicles2_to_vehicles1_E32_K8_F8_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E8_K4_F1_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,8,4,1,3,0.25,ref_aquatic_mammals_E8_K4_s1,./results/runs/ref_aquatic_mammals_E8_K4_s1/expert_stats_last3.json,[4],10,0.6639999823570252,0.6480000009536743,0.6371015457099329,0.9386280121803283,1.5763607323169708,0.6480000009536743,0.6371015457099329,0.9386280121803283,1.5763607323169708,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E8_K4_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F1_s1.log,4,results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F1_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E8_K4_F2_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,8,4,2,2,0.5,ref_aquatic_mammals_E8_K4_s1,./results/runs/ref_aquatic_mammals_E8_K4_s1/expert_stats_last3.json,"[4, 6]",10,0.6799999675750732,0.665999993801117,0.6607928457910628,0.9194870028495788,1.4266498386859894,0.665999993801117,0.6607928457910628,0.9194870028495788,1.4266498386859894,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E8_K4_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F2_s1.log,"4,6",results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F2_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E8_K4_F3_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,8,4,3,1,0.75,ref_aquatic_mammals_E8_K4_s1,./results/runs/ref_aquatic_mammals_E8_K4_s1/expert_stats_last3.json,"[4, 6, 3]",10,0.6719999771118164,0.622000005722046,0.6162005213184032,0.9711432137489319,1.5872260928153992,0.622000005722046,0.6162005213184032,0.9711432137489319,1.5872260928153992,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E8_K4_F3_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F3_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F3_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F3_s1.log,"4,6,3",results/runs/hyb_p02_aquatic_mammals_to_fish_E8_K4_F3_s1/resolved_fixed_experts.json
fix_p02_aquatic_mammals_to_fish_E8_K4_F4_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,8,4,4,0,1.0,ref_aquatic_mammals_E8_K4_s1,./results/runs/ref_aquatic_mammals_E8_K4_s1/expert_stats_last3.json,"[4, 6, 3, 0]",7,0.651999981880188,0.6179999961853028,0.6163127993231857,0.9278349318504333,1.8533258438110352,0.5980000038146973,0.5844185551196283,0.9828929891586303,1.8745523393154144,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p02_aquatic_mammals_to_fish_E8_K4_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E8_K4_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E8_K4_F4_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p02_aquatic_mammals_to_fish_E8_K4_F4_s1.log,"4,6,3,0",results/runs/fix_p02_aquatic_mammals_to_fish_E8_K4_F4_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K4_F1_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,4,1,3,0.25,ref_aquatic_mammals_E16_K4_s1,./results/runs/ref_aquatic_mammals_E16_K4_s1/expert_stats_last3.json,[9],10,0.655999981880188,0.6259999961853028,0.6274329110979951,0.9520209150314332,2.0212633907794952,0.6259999961853028,0.6274329110979951,0.9520209150314332,2.0212633907794952,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K4_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F1_s1.log,9,results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F1_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K4_F2_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,4,2,2,0.5,ref_aquatic_mammals_E16_K4_s1,./results/runs/ref_aquatic_mammals_E16_K4_s1/expert_stats_last3.json,"[9, 15]",6,0.6559999675750733,0.5880000057220459,0.5887603916956767,1.027737979412079,2.1789206862449646,0.6259999985694885,0.6271111661750192,0.9531659708023071,2.018079847097397,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K4_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F2_s1.log,"9,15",results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F2_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K4_F3_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,4,3,1,0.75,ref_aquatic_mammals_E16_K4_s1,./results/runs/ref_aquatic_mammals_E16_K4_s1/expert_stats_last3.json,"[9, 15, 10]",9,0.6479999856948853,0.6120000033378601,0.6051232183084417,1.002530610561371,2.0802406072616577,0.6119999942779542,0.613234125096513,0.9573703775405884,2.102759301662445,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K4_F3_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F3_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F3_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F3_s1.log,"9,15,10",results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K4_F3_s1/resolved_fixed_experts.json
fix_p02_aquatic_mammals_to_fish_E16_K4_F4_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,4,4,0,1.0,ref_aquatic_mammals_E16_K4_s1,./results/runs/ref_aquatic_mammals_E16_K4_s1/expert_stats_last3.json,"[9, 15, 10, 8]",9,0.651999990940094,0.6299999985694885,0.6269476900141516,0.9722230505943298,2.577963173389435,0.6120000057220459,0.6140380409204059,0.9657784905433655,2.560012936592102,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p02_aquatic_mammals_to_fish_E16_K4_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E16_K4_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E16_K4_F4_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p02_aquatic_mammals_to_fish_E16_K4_F4_s1.log,"9,15,10,8",results/runs/fix_p02_aquatic_mammals_to_fish_E16_K4_F4_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K6_F1_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,6,1,5,0.16666666666666666,ref_aquatic_mammals_E16_K6_s1,./results/runs/ref_aquatic_mammals_E16_K6_s1/expert_stats_last3.json,[15],8,0.6519999961853027,0.6320000057220458,0.6294841402993532,0.9454361758232117,2.2062407732009888,0.6220000009536744,0.6225167651086292,0.9395688443183899,2.157218039035797,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K6_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F1_s1.log,15,results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F1_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K6_F2_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,6,2,4,0.3333333333333333,ref_aquatic_mammals_E16_K6_s1,./results/runs/ref_aquatic_mammals_E16_K6_s1/expert_stats_last3.json,"[15, 10]",10,0.6639999918937683,0.6680000052452088,0.667818526386528,0.8960664100646972,2.0302982926368713,0.6680000052452088,0.667818526386528,0.8960664100646972,2.0302982926368713,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K6_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F2_s1.log,"15,10",results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F2_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K6_F4_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,6,4,2,0.6666666666666666,ref_aquatic_mammals_E16_K6_s1,./results/runs/ref_aquatic_mammals_E16_K6_s1/expert_stats_last3.json,"[15, 10, 9, 8]",10,0.6479999771118164,0.6299999938011169,0.6309103586402721,0.9527513327598571,2.096800923347473,0.6299999938011169,0.6309103586402721,0.9527513327598571,2.096800923347473,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K6_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F4_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F4_s1.log,"15,10,9,8",results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K6_F4_s1/resolved_fixed_experts.json
fix_p02_aquatic_mammals_to_fish_E16_K6_F6_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,6,6,0,1.0,ref_aquatic_mammals_E16_K6_s1,./results/runs/ref_aquatic_mammals_E16_K6_s1/expert_stats_last3.json,"[15, 10, 9, 8, 14, 12]",9,0.6679999718666076,0.6419999938011169,0.6380830046883859,0.9615221452713013,2.525069773197174,0.6220000033378601,0.6233770996376953,0.9977008104324341,2.5216498970985413,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p02_aquatic_mammals_to_fish_E16_K6_F6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E16_K6_F6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E16_K6_F6_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p02_aquatic_mammals_to_fish_E16_K6_F6_s1.log,"15,10,9,8,14,12",results/runs/fix_p02_aquatic_mammals_to_fish_E16_K6_F6_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K8_F1_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,8,1,7,0.125,ref_aquatic_mammals_E16_K8_s1,./results/runs/ref_aquatic_mammals_E16_K8_s1/expert_stats_last3.json,[14],9,0.6559999814033508,0.6299999938011169,0.6269078902305196,1.0205759387016295,2.0206069350242615,0.6439999985694885,0.6448175859197374,0.950958842754364,2.1185781955718994,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K8_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F1_s1.log,14,results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F1_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K8_F2_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,8,2,6,0.25,ref_aquatic_mammals_E16_K8_s1,./results/runs/ref_aquatic_mammals_E16_K8_s1/expert_stats_last3.json,"[14, 9]",10,0.6679999771118164,0.6200000033378601,0.6214334553445624,0.9517462043762207,2.1216567754745483,0.6200000033378601,0.6214334553445624,0.9517462043762207,2.1216567754745483,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K8_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F2_s1.log,"14,9",results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F2_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K8_F4_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,8,4,4,0.5,ref_aquatic_mammals_E16_K8_s1,./results/runs/ref_aquatic_mammals_E16_K8_s1/expert_stats_last3.json,"[14, 9, 2, 15]",10,0.6719999918937684,0.6299999942779541,0.6318263863573492,0.9362035641670227,2.215465724468231,0.6299999942779541,0.6318263863573492,0.9362035641670227,2.215465724468231,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K8_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F4_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F4_s1.log,"14,9,2,15",results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F4_s1/resolved_fixed_experts.json
hyb_p02_aquatic_mammals_to_fish_E16_K8_F6_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,8,6,2,0.75,ref_aquatic_mammals_E16_K8_s1,./results/runs/ref_aquatic_mammals_E16_K8_s1/expert_stats_last3.json,"[14, 9, 2, 15, 10, 6]",9,0.6439999856948853,0.634000002861023,0.6288509649377877,0.9893525657653809,2.038436532020569,0.6319999961853028,0.6318971488162195,0.9400323548316956,2.130627989768982,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p02_aquatic_mammals_to_fish_E16_K8_F6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F6_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F6_s1.log,"14,9,2,15,10,6",results/runs/hyb_p02_aquatic_mammals_to_fish_E16_K8_F6_s1/resolved_fixed_experts.json
fix_p02_aquatic_mammals_to_fish_E16_K8_F8_s1,hybrid_transfer,main_strong_6,p02_aquatic_mammals_to_fish,1,aquatic_mammals,fish,fish,5,16,8,8,0,1.0,ref_aquatic_mammals_E16_K8_s1,./results/runs/ref_aquatic_mammals_E16_K8_s1/expert_stats_last3.json,"[14, 9, 2, 15, 10, 6, 4, 8]",7,0.6639999718666076,0.6440000033378601,0.6437642901877674,0.9537436475753784,2.4812488555908203,0.6199999985694885,0.621109825321953,0.9864287400245666,2.4148658514022827,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p02_aquatic_mammals_to_fish_E16_K8_F8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E16_K8_F8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p02_aquatic_mammals_to_fish_E16_K8_F8_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p02_aquatic_mammals_to_fish_E16_K8_F8_s1.log,"14,9,2,15,10,6,4,8",results/runs/fix_p02_aquatic_mammals_to_fish_E16_K8_F8_s1/resolved_fixed_experts.json
