run_id,mode,pair_group,pair_id,seed,source_task,target_task,task_name,num_classes,num_experts,top_k,fixed_k,dynamic_k,fixed_ratio,source_ref_run_id,source_stats_path,fixed_experts,best_val_epoch,best_val_acc,best_test_acc,best_test_macro_f1,best_test_loss,best_test_routing_entropy,final_test_acc,final_test_macro_f1,final_test_loss,final_test_routing_entropy,train_size,val_size,test_size,checkpoint_path,config_path,run_dir,log_path,fixed_experts_layer0,resolved_fixed_path
hyb_p04_non_insect_invertebrates_to_insects_E32_K4_F3_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,4,3,1,0.75,ref_non_insect_invertebrates_E32_K4_s1,./results/runs/ref_non_insect_invertebrates_E32_K4_s1/expert_stats_last3.json,"[23, 27, 19]",8,0.5279999957084656,0.576000006198883,0.5721911400392453,1.1212800960540772,2.597745180130005,0.5739999990463257,0.5693891072485494,1.0885747985839844,2.5338494181632996,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K4_F3_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K4_F3_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K4_F3_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K4_F3_s1.log,"23,27,19",results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K4_F3_s1/resolved_fixed_experts.json
fix_p04_non_insect_invertebrates_to_insects_E32_K4_F4_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,4,4,0,1.0,ref_non_insect_invertebrates_E32_K4_s1,./results/runs/ref_non_insect_invertebrates_E32_K4_s1/expert_stats_last3.json,"[23, 27, 19, 22]",10,0.5279999852180481,0.5700000038146973,0.5609385938015645,1.1107330417633057,3.2202566266059875,0.5700000038146973,0.5609385938015645,1.1107330417633057,3.2202566266059875,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p04_non_insect_invertebrates_to_insects_E32_K4_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K4_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K4_F4_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p04_non_insect_invertebrates_to_insects_E32_K4_F4_s1.log,"23,27,19,22",results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K4_F4_s1/resolved_fixed_experts.json
hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F1_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,6,1,5,0.16666666666666666,ref_non_insect_invertebrates_E32_K6_s1,./results/runs/ref_non_insect_invertebrates_E32_K6_s1/expert_stats_last3.json,[23],7,0.5399999902248382,0.5340000019073486,0.4944957978899476,1.1206437883377076,2.821352183818817,0.558000006198883,0.5541094099465141,1.1500204944610595,2.5787795186042786,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F1_s1.log,23,results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F1_s1/resolved_fixed_experts.json
hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F2_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,6,2,4,0.3333333333333333,ref_non_insect_invertebrates_E32_K6_s1,./results/runs/ref_non_insect_invertebrates_E32_K6_s1/expert_stats_last3.json,"[23, 31]",6,0.5199999947547913,0.5359999952316284,0.5200311163651339,1.2095605173110962,2.6029427647590637,0.5699999990463257,0.5582878630257727,1.1108411846160888,2.50996333360672,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F2_s1.log,"23,31",results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F2_s1/resolved_fixed_experts.json
hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F4_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,6,4,2,0.6666666666666666,ref_non_insect_invertebrates_E32_K6_s1,./results/runs/ref_non_insect_invertebrates_E32_K6_s1/expert_stats_last3.json,"[23, 31, 24, 19]",6,0.5039999849796295,0.5259999952316284,0.505133824457815,1.2604108238220215,2.723455011844635,0.5740000038146973,0.5609052906502867,1.1249976062774658,2.7579621076583862,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F4_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F4_s1.log,"23,31,24,19",results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K6_F4_s1/resolved_fixed_experts.json
fix_p04_non_insect_invertebrates_to_insects_E32_K6_F6_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,6,6,0,1.0,ref_non_insect_invertebrates_E32_K6_s1,./results/runs/ref_non_insect_invertebrates_E32_K6_s1/expert_stats_last3.json,"[23, 31, 24, 19, 4, 27]",10,0.5479999902248383,0.5879999966621399,0.5823764553864685,1.099713152885437,3.265500485897064,0.5879999966621399,0.5823764553864685,1.099713152885437,3.265500485897064,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p04_non_insect_invertebrates_to_insects_E32_K6_F6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K6_F6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K6_F6_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p04_non_insect_invertebrates_to_insects_E32_K6_F6_s1.log,"23,31,24,19,4,27",results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K6_F6_s1/resolved_fixed_experts.json
hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F1_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,8,1,7,0.125,ref_non_insect_invertebrates_E32_K8_s1,./results/runs/ref_non_insect_invertebrates_E32_K8_s1/expert_stats_last3.json,[23],8,0.5279999809265137,0.5779999947547912,0.57841781536882,1.1050465602874755,2.820626974105835,0.5680000038146973,0.5552290220378664,1.0832833490371705,2.790504515171051,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F1_s1.log,23,results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F1_s1/resolved_fixed_experts.json
hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F2_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,8,2,6,0.25,ref_non_insect_invertebrates_E32_K8_s1,./results/runs/ref_non_insect_invertebrates_E32_K8_s1/expert_stats_last3.json,"[23, 31]",8,0.5359999856948853,0.566000006198883,0.5584389624055561,1.1102119665145873,2.728199064731598,0.5619999990463257,0.5551433623365171,1.0945386247634887,2.6215884685516357,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F2_s1.log,"23,31",results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F2_s1/resolved_fixed_experts.json
hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F4_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,8,4,4,0.5,ref_non_insect_invertebrates_E32_K8_s1,./results/runs/ref_non_insect_invertebrates_E32_K8_s1/expert_stats_last3.json,"[23, 31, 27, 22]",7,0.5359999804496766,0.5619999971389771,0.5376047831934734,1.1309787216186524,2.816893994808197,0.570000006198883,0.5619084802040993,1.0779930486679077,2.5717841386795044,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F4_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F4_s1.log,"23,31,27,22",results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F4_s1/resolved_fixed_experts.json
hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F6_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,8,6,2,0.75,ref_non_insect_invertebrates_E32_K8_s1,./results/runs/ref_non_insect_invertebrates_E32_K8_s1/expert_stats_last3.json,"[23, 31, 27, 22, 29, 3]",7,0.5199999852180481,0.5319999928474426,0.4798707381758229,1.1689474592208862,2.7109079360961914,0.5580000038146973,0.549035595163644,1.1047464685440063,2.5119616985321045,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F6_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F6_s1.log,"23,31,27,22,29,3",results/runs/hyb_p04_non_insect_invertebrates_to_insects_E32_K8_F6_s1/resolved_fixed_experts.json
fix_p04_non_insect_invertebrates_to_insects_E32_K8_F8_s1,hybrid_transfer,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,8,8,0,1.0,ref_non_insect_invertebrates_E32_K8_s1,./results/runs/ref_non_insect_invertebrates_E32_K8_s1/expert_stats_last3.json,"[23, 31, 27, 22, 29, 3, 5, 1]",10,0.5239999947547913,0.5660000014305114,0.558715135845935,1.116926863670349,3.15483021736145,0.5660000014305114,0.558715135845935,1.116926863670349,3.15483021736145,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p04_non_insect_invertebrates_to_insects_E32_K8_F8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K8_F8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K8_F8_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p04_non_insect_invertebrates_to_insects_E32_K8_F8_s1.log,"23,31,27,22,29,3,5,1",results/runs/fix_p04_non_insect_invertebrates_to_insects_E32_K8_F8_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F1_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,8,4,1,3,0.25,ref_medium_sized_mammals_E8_K4_s1,./results/runs/ref_medium_sized_mammals_E8_K4_s1/expert_stats_last3.json,[5],9,0.47199999022483824,0.45999999833106997,0.4520000181403989,1.3426252250671387,1.6117703020572662,0.48400000286102296,0.474504352554291,1.2968908290863037,1.6304638385772705,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F1_s1.log,5,results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F1_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F2_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,8,4,2,2,0.5,ref_medium_sized_mammals_E8_K4_s1,./results/runs/ref_medium_sized_mammals_E8_K4_s1/expert_stats_last3.json,"[5, 6]",10,0.4439999942779541,0.45599999809265135,0.4522399409397778,1.318227454185486,1.6266078352928162,0.45599999809265135,0.4522399409397778,1.318227454185486,1.6266078352928162,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F2_s1.log,"5,6",results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F2_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F3_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,8,4,3,1,0.75,ref_medium_sized_mammals_E8_K4_s1,./results/runs/ref_medium_sized_mammals_E8_K4_s1/expert_stats_last3.json,"[5, 6, 2]",9,0.44799998998641966,0.4499999985694885,0.4405878532475997,1.4304726333618165,1.4975590705871582,0.46999999809265136,0.45782143376462925,1.3174186906814576,1.5495899319648743,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F3_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F3_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F3_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F3_s1.log,"5,6,2",results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E8_K4_F3_s1/resolved_fixed_experts.json
fix_p05_medium_sized_mammals_to_small_mammals_E8_K4_F4_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,8,4,4,0,1.0,ref_medium_sized_mammals_E8_K4_s1,./results/runs/ref_medium_sized_mammals_E8_K4_s1/expert_stats_last3.json,"[5, 6, 2, 4]",7,0.46799998569488527,0.464,0.468166708839785,1.325694751739502,1.8567896485328674,0.4760000026226044,0.46878885381131774,1.3197086095809936,1.840121567249298,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p05_medium_sized_mammals_to_small_mammals_E8_K4_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E8_K4_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E8_K4_F4_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p05_medium_sized_mammals_to_small_mammals_E8_K4_F4_s1.log,"5,6,2,4",results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E8_K4_F4_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F1_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,4,1,3,0.25,ref_medium_sized_mammals_E16_K4_s1,./results/runs/ref_medium_sized_mammals_E16_K4_s1/expert_stats_last3.json,[5],9,0.43199999022483826,0.46800000238418576,0.4594242960473645,1.3051950569152833,2.3374420404434204,0.45999999833106997,0.452260525065427,1.3388160915374756,2.312195301055908,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F1_s1.log,5,results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F1_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F2_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,4,2,2,0.5,ref_medium_sized_mammals_E16_K4_s1,./results/runs/ref_medium_sized_mammals_E16_K4_s1/expert_stats_last3.json,"[5, 6]",9,0.42399998927116395,0.4380000004768372,0.43432690768599425,1.327468132019043,2.2441524267196655,0.45800000286102294,0.4500727648022772,1.3578922090530396,2.1742234230041504,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F2_s1.log,"5,6",results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F2_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F3_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,4,3,1,0.75,ref_medium_sized_mammals_E16_K4_s1,./results/runs/ref_medium_sized_mammals_E16_K4_s1/expert_stats_last3.json,"[5, 6, 15]",8,0.42399998450279236,0.46199999809265135,0.4406047515782817,1.3893414516448974,2.211608588695526,0.44999999809265134,0.4364408182286671,1.3582782793045043,2.2369876503944397,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F3_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F3_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F3_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F3_s1.log,"5,6,15",results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K4_F3_s1/resolved_fixed_experts.json
fix_p05_medium_sized_mammals_to_small_mammals_E16_K4_F4_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,4,4,0,1.0,ref_medium_sized_mammals_E16_K4_s1,./results/runs/ref_medium_sized_mammals_E16_K4_s1/expert_stats_last3.json,"[5, 6, 15, 9]",7,0.44399998998641965,0.44000000119209287,0.4430237297130336,1.3513273963928223,2.555690288543701,0.46600000047683715,0.4522429246669315,1.3500745820999145,2.4907413125038147,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p05_medium_sized_mammals_to_small_mammals_E16_K4_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K4_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K4_F4_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K4_F4_s1.log,"5,6,15,9",results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K4_F4_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F1_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,6,1,5,0.16666666666666666,ref_medium_sized_mammals_E16_K6_s1,./results/runs/ref_medium_sized_mammals_E16_K6_s1/expert_stats_last3.json,[6],10,0.47199999046325686,0.4880000023841858,0.4810752736364751,1.3262245864868165,2.3468207716941833,0.4880000023841858,0.4810752736364751,1.3262245864868165,2.3468207716941833,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F1_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F1_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F1_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F1_s1.log,6,results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F1_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F2_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,6,2,4,0.3333333333333333,ref_medium_sized_mammals_E16_K6_s1,./results/runs/ref_medium_sized_mammals_E16_K6_s1/expert_stats_last3.json,"[6, 5]",10,0.40799999523162844,0.46599999809265136,0.4593939456309479,1.372945188522339,2.2882490158081055,0.46599999809265136,0.4593939456309479,1.372945188522339,2.2882490158081055,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F2_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F2_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F2_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F2_s1.log,"6,5",results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F2_s1/resolved_fixed_experts.json
hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F4_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,6,4,2,0.6666666666666666,ref_medium_sized_mammals_E16_K6_s1,./results/runs/ref_medium_sized_mammals_E16_K6_s1/expert_stats_last3.json,"[6, 5, 14, 2]",10,0.4239999895095825,0.46799999809265136,0.4583606216009068,1.3346592502593995,2.284030318260193,0.46799999809265136,0.4583606216009068,1.3346592502593995,2.284030318260193,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F4_s1,/root/autodl-tmp/projects/six_moe/logs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F4_s1.log,"6,5,14,2",results/runs/hyb_p05_medium_sized_mammals_to_small_mammals_E16_K6_F4_s1/resolved_fixed_experts.json
fix_p05_medium_sized_mammals_to_small_mammals_E16_K6_F6_s1,hybrid_transfer,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,16,6,6,0,1.0,ref_medium_sized_mammals_E16_K6_s1,./results/runs/ref_medium_sized_mammals_E16_K6_s1/expert_stats_last3.json,"[6, 5, 14, 2, 7, 0]",10,0.4559999854564667,0.47199999809265136,0.462402937331825,1.3095983057022094,2.5667776465415955,0.47199999809265136,0.462402937331825,1.3095983057022094,2.5667776465415955,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/fix_p05_medium_sized_mammals_to_small_mammals_E16_K6_F6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K6_F6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K6_F6_s1,/root/autodl-tmp/projects/six_moe/logs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K6_F6_s1.log,"6,5,14,2,7,0",results/runs/fix_p05_medium_sized_mammals_to_small_mammals_E16_K6_F6_s1/resolved_fixed_experts.json
