epoch,seed,run_id,mode,E,K,F,best_val_epoch,best_val_acc,best_test_acc,final_test_acc,final_test_macro_f1,final_test_loss,routing_entropy,fixed_experts
60,1,fix_vehicles2_to_vehicles1_E8_K4_F4_ep60_s1,hybrid_transfer,8,4,4,54,0.732,0.738,0.71,0.7072,0.9726,1.8008,"6,5,4,2"
60,1,dyn_vehicles2_to_vehicles1_E16_K4_ep60_s1,target_dynamic,16,4,0,46,0.712,0.722,0.678,0.6588,1.1651,1.8976,
60,1,hyb_vehicles2_to_vehicles1_E16_K4_F1_ep60_s1,hybrid_transfer,16,4,1,58,0.72,0.72,0.61,0.5899,1.6682,1.8382,6
60,1,hyb_vehicles2_to_vehicles1_E16_K4_F2_ep60_s1,hybrid_transfer,16,4,2,56,0.716,0.706,0.722,0.7169,0.992,2.0783,"6,15"
60,1,hyb_vehicles2_to_vehicles1_E16_K4_F3_ep60_s1,hybrid_transfer,16,4,3,43,0.728,0.712,0.634,0.6186,1.3825,1.9127,"6,15,9"
60,1,fix_vehicles2_to_vehicles1_E16_K4_F4_ep60_s1,hybrid_transfer,16,4,4,54,0.732,0.702,0.656,0.641,1.3502,2.6005,"6,15,9,3"
60,1,dyn_vehicles2_to_vehicles1_E16_K6_ep60_s1,target_dynamic,16,6,0,35,0.72,0.726,0.67,0.6547,1.2571,1.9757,
60,1,hyb_vehicles2_to_vehicles1_E16_K6_F1_ep60_s1,hybrid_transfer,16,6,1,58,0.736,0.714,0.664,0.6362,1.294,1.9167,14
60,1,hyb_vehicles2_to_vehicles1_E16_K6_F2_ep60_s1,hybrid_transfer,16,6,2,44,0.72,0.692,0.738,0.7354,0.958,2.0316,"14,6"
60,1,hyb_vehicles2_to_vehicles1_E16_K6_F4_ep60_s1,hybrid_transfer,16,6,4,43,0.732,0.716,0.672,0.6631,1.2678,2.1398,"14,6,15,4"
60,1,fix_vehicles2_to_vehicles1_E16_K6_F6_ep60_s1,hybrid_transfer,16,6,6,37,0.724,0.706,0.65,0.6393,1.3408,2.5161,"14,6,15,4,7,13"
60,1,dyn_vehicles2_to_vehicles1_E16_K8_ep60_s1,target_dynamic,16,8,0,58,0.732,0.738,0.678,0.6709,1.1618,2.273,
60,1,hyb_vehicles2_to_vehicles1_E16_K8_F1_ep60_s1,hybrid_transfer,16,8,1,44,0.732,0.716,0.692,0.688,1.2062,2.1415,10
60,1,hyb_vehicles2_to_vehicles1_E16_K8_F2_ep60_s1,hybrid_transfer,16,8,2,54,0.736,0.708,0.65,0.6293,1.2877,2.1973,"10,6"
60,1,hyb_vehicles2_to_vehicles1_E16_K8_F4_ep60_s1,hybrid_transfer,16,8,4,50,0.744,0.758,0.626,0.6006,1.6571,2.1232,"10,6,5,4"
60,1,hyb_vehicles2_to_vehicles1_E16_K8_F6_ep60_s1,hybrid_transfer,16,8,6,58,0.764,0.75,0.588,0.5469,1.7359,2.1202,"10,6,5,4,15,12"
60,1,fix_vehicles2_to_vehicles1_E16_K8_F8_ep60_s1,hybrid_transfer,16,8,8,43,0.72,0.72,0.644,0.6178,1.4087,2.5207,"10,6,5,4,15,12,3,0"
60,1,dyn_vehicles2_to_vehicles1_E32_K4_ep60_s1,target_dynamic,32,4,0,43,0.72,0.72,0.678,0.6635,1.2705,2.3521,
60,1,hyb_vehicles2_to_vehicles1_E32_K4_F1_ep60_s1,hybrid_transfer,32,4,1,59,0.736,0.73,0.704,0.7036,1.0661,1.9224,6
60,1,hyb_vehicles2_to_vehicles1_E32_K4_F2_ep60_s1,hybrid_transfer,32,4,2,43,0.736,0.736,0.68,0.6715,1.1867,1.7624,"6,31"
60,1,hyb_vehicles2_to_vehicles1_E32_K4_F3_ep60_s1,hybrid_transfer,32,4,3,43,0.716,0.714,0.696,0.6759,1.2487,1.6912,"6,31,23"
60,1,fix_vehicles2_to_vehicles1_E32_K4_F4_ep60_s1,hybrid_transfer,32,4,4,49,0.736,0.702,0.646,0.627,1.3912,3.2509,"6,31,23,22"
60,1,dyn_vehicles2_to_vehicles1_E32_K6_ep60_s1,target_dynamic,32,6,0,52,0.712,0.734,0.698,0.6837,1.1424,2.5088,
60,1,hyb_vehicles2_to_vehicles1_E32_K6_F1_ep60_s1,hybrid_transfer,32,6,1,48,0.728,0.736,0.676,0.6677,1.1911,2.3921,6
60,1,hyb_vehicles2_to_vehicles1_E32_K6_F2_ep60_s1,hybrid_transfer,32,6,2,43,0.724,0.738,0.662,0.6413,1.2329,2.2078,"6,8"
60,1,hyb_vehicles2_to_vehicles1_E32_K6_F4_ep60_s1,hybrid_transfer,32,6,4,49,0.74,0.73,0.702,0.6924,1.1934,2.2501,"6,8,14,23"
60,1,fix_vehicles2_to_vehicles1_E32_K6_F6_ep60_s1,hybrid_transfer,32,6,6,49,0.748,0.752,0.672,0.6576,1.1809,3.2617,"6,8,14,23,11,22"
60,1,dyn_vehicles2_to_vehicles1_E32_K8_ep60_s1,target_dynamic,32,8,0,34,0.724,0.714,0.676,0.6622,1.2574,2.7633,
60,1,hyb_vehicles2_to_vehicles1_E32_K8_F1_ep60_s1,hybrid_transfer,32,8,1,53,0.74,0.684,0.656,0.6428,1.3642,2.6347,6
60,1,hyb_vehicles2_to_vehicles1_E32_K8_F2_ep60_s1,hybrid_transfer,32,8,2,26,0.72,0.686,0.67,0.647,1.3307,2.614,"6,14"
60,1,hyb_vehicles2_to_vehicles1_E32_K8_F4_ep60_s1,hybrid_transfer,32,8,4,43,0.728,0.742,0.7,0.6907,1.1393,2.5041,"6,14,31,30"
60,1,hyb_vehicles2_to_vehicles1_E32_K8_F6_ep60_s1,hybrid_transfer,32,8,6,49,0.736,0.718,0.676,0.6545,1.2642,2.3453,"6,14,31,30,23,8"
60,1,fix_vehicles2_to_vehicles1_E32_K8_F8_ep60_s1,hybrid_transfer,32,8,8,49,0.74,0.714,0.66,0.641,1.2684,3.1629,"6,14,31,30,23,8,21,24"
100,1,dyn_vehicles2_to_vehicles1_E8_K4_ep100_s1,target_dynamic,8,4,0,55,0.752,0.724,0.724,0.7236,1.3121,1.4812,
100,1,hyb_vehicles2_to_vehicles1_E8_K4_F1_ep100_s1,hybrid_transfer,8,4,1,94,0.752,0.738,0.72,0.7201,1.2909,1.3872,6
100,1,hyb_vehicles2_to_vehicles1_E8_K4_F2_ep100_s1,hybrid_transfer,8,4,2,79,0.772,0.738,0.73,0.7241,1.194,1.4503,"6,5"
100,1,hyb_vehicles2_to_vehicles1_E8_K4_F3_ep100_s1,hybrid_transfer,8,4,3,83,0.744,0.72,0.734,0.7323,1.1644,1.4508,"6,5,4"
100,1,fix_vehicles2_to_vehicles1_E8_K4_F4_ep100_s1,hybrid_transfer,8,4,4,100,0.752,0.74,0.74,0.74,1.2028,1.7751,"6,5,4,2"
100,1,dyn_vehicles2_to_vehicles1_E16_K4_ep100_s1,target_dynamic,16,4,0,89,0.756,0.706,0.76,0.76,1.0823,1.7477,
100,1,hyb_vehicles2_to_vehicles1_E16_K4_F1_ep100_s1,hybrid_transfer,16,4,1,97,0.748,0.746,0.722,0.7275,1.3225,1.6451,6
100,1,hyb_vehicles2_to_vehicles1_E16_K4_F2_ep100_s1,hybrid_transfer,16,4,2,61,0.756,0.722,0.728,0.7312,1.2916,1.8777,"6,15"
100,1,hyb_vehicles2_to_vehicles1_E16_K4_F3_ep100_s1,hybrid_transfer,16,4,3,94,0.764,0.744,0.678,0.6702,1.6178,1.6836,"6,15,9"
100,1,fix_vehicles2_to_vehicles1_E16_K4_F4_ep100_s1,hybrid_transfer,16,4,4,98,0.744,0.736,0.696,0.6945,1.4985,2.5809,"6,15,9,3"
100,1,dyn_vehicles2_to_vehicles1_E16_K6_ep100_s1,target_dynamic,16,6,0,91,0.744,0.76,0.726,0.728,1.313,1.9187,
100,1,hyb_vehicles2_to_vehicles1_E16_K6_F1_ep100_s1,hybrid_transfer,16,6,1,97,0.76,0.716,0.706,0.7085,1.4187,1.8513,14
100,1,hyb_vehicles2_to_vehicles1_E16_K6_F2_ep100_s1,hybrid_transfer,16,6,2,94,0.756,0.734,0.682,0.6802,1.641,1.8336,"14,6"
100,1,hyb_vehicles2_to_vehicles1_E16_K6_F4_ep100_s1,hybrid_transfer,16,6,4,61,0.764,0.726,0.678,0.6618,1.605,1.8597,"14,6,15,4"
100,1,fix_vehicles2_to_vehicles1_E16_K6_F6_ep100_s1,hybrid_transfer,16,6,6,62,0.744,0.756,0.678,0.6759,1.6663,2.4342,"14,6,15,4,7,13"
100,1,dyn_vehicles2_to_vehicles1_E16_K8_ep100_s1,target_dynamic,16,8,0,84,0.74,0.746,0.728,0.7231,1.4062,2.196,
100,1,hyb_vehicles2_to_vehicles1_E16_K8_F1_ep100_s1,hybrid_transfer,16,8,1,92,0.744,0.734,0.714,0.7168,1.3309,2.0531,10
100,1,hyb_vehicles2_to_vehicles1_E16_K8_F2_ep100_s1,hybrid_transfer,16,8,2,92,0.764,0.73,0.716,0.7164,1.2555,1.9395,"10,5"
100,1,hyb_vehicles2_to_vehicles1_E16_K8_F4_ep100_s1,hybrid_transfer,16,8,4,90,0.74,0.736,0.694,0.6894,1.6475,2.0009,"10,5,6,12"
100,1,hyb_vehicles2_to_vehicles1_E16_K8_F6_ep100_s1,hybrid_transfer,16,8,6,84,0.748,0.752,0.734,0.7359,1.2715,1.9112,"10,5,6,12,15,4"
100,1,fix_vehicles2_to_vehicles1_E16_K8_F8_ep100_s1,hybrid_transfer,16,8,8,81,0.748,0.732,0.66,0.6564,1.8678,2.4291,"10,5,6,12,15,4,3,14"
100,1,dyn_vehicles2_to_vehicles1_E32_K4_ep100_s1,target_dynamic,32,4,0,85,0.74,0.716,0.714,0.7205,1.3824,2.1012,
100,1,hyb_vehicles2_to_vehicles1_E32_K4_F1_ep100_s1,hybrid_transfer,32,4,1,91,0.76,0.726,0.746,0.7508,1.1083,1.9902,6
100,1,hyb_vehicles2_to_vehicles1_E32_K4_F2_ep100_s1,hybrid_transfer,32,4,2,95,0.764,0.724,0.76,0.7642,1.1572,1.9555,"6,23"
100,1,hyb_vehicles2_to_vehicles1_E32_K4_F3_ep100_s1,hybrid_transfer,32,4,3,89,0.748,0.748,0.716,0.7172,1.1786,1.5706,"6,23,31"
100,1,fix_vehicles2_to_vehicles1_E32_K4_F4_ep100_s1,hybrid_transfer,32,4,4,94,0.76,0.734,0.726,0.7324,1.2377,3.2654,"6,23,31,22"
100,1,dyn_vehicles2_to_vehicles1_E32_K6_ep100_s1,target_dynamic,32,6,0,36,0.732,0.72,0.72,0.7218,1.3431,2.3996,
100,1,hyb_vehicles2_to_vehicles1_E32_K6_F1_ep100_s1,hybrid_transfer,32,6,1,71,0.76,0.75,0.674,0.6757,1.4773,2.3593,6
100,1,hyb_vehicles2_to_vehicles1_E32_K6_F2_ep100_s1,hybrid_transfer,32,6,2,89,0.744,0.724,0.73,0.7326,1.2351,2.0448,"6,8"
100,1,hyb_vehicles2_to_vehicles1_E32_K6_F4_ep100_s1,hybrid_transfer,32,6,4,90,0.752,0.746,0.752,0.7555,1.0583,2.3923,"6,8,22,23"
100,1,fix_vehicles2_to_vehicles1_E32_K6_F6_ep100_s1,hybrid_transfer,32,6,6,88,0.748,0.716,0.744,0.7468,1.2646,3.2659,"6,8,22,23,14,30"
100,1,dyn_vehicles2_to_vehicles1_E32_K8_ep100_s1,target_dynamic,32,8,0,91,0.756,0.728,0.734,0.7389,1.1327,2.5757,
100,1,hyb_vehicles2_to_vehicles1_E32_K8_F1_ep100_s1,hybrid_transfer,32,8,1,86,0.736,0.732,0.762,0.7627,1.1333,2.4811,6
100,1,hyb_vehicles2_to_vehicles1_E32_K8_F2_ep100_s1,hybrid_transfer,32,8,2,85,0.776,0.75,0.728,0.7305,1.2606,2.4671,"6,14"
100,1,hyb_vehicles2_to_vehicles1_E32_K8_F4_ep100_s1,hybrid_transfer,32,8,4,94,0.756,0.728,0.734,0.7342,1.1402,2.2087,"6,14,31,2"
100,1,hyb_vehicles2_to_vehicles1_E32_K8_F6_ep100_s1,hybrid_transfer,32,8,6,80,0.76,0.736,0.69,0.6961,1.3633,1.9853,"6,14,31,2,23,30"
100,1,fix_vehicles2_to_vehicles1_E32_K8_F8_ep100_s1,hybrid_transfer,32,8,8,88,0.76,0.72,0.73,0.7377,1.1595,3.2448,"6,14,31,2,23,30,21,10"
