epoch,seed,run_id,mode,E,K,F,best_val_epoch,best_val_acc,best_test_acc,final_test_acc,final_test_macro_f1,final_test_loss,routing_entropy,fixed_experts
80,1,hyb_vehicles1_to_vehicles2_E16_K4_F3_ep80_s1,hybrid_transfer,16,4,3,56,0.852,0.808,0.758,0.752,1.0432,1.6894,"6,14,10"
80,1,fix_vehicles1_to_vehicles2_E16_K4_F4_ep80_s1,hybrid_transfer,16,4,4,70,0.848,0.832,0.856,0.8561,0.6145,2.5399,"6,14,10,7"
80,1,dyn_vehicles1_to_vehicles2_E16_K6_ep80_s1,target_dynamic,16,6,0,52,0.844,0.834,0.822,0.8231,0.7294,1.7048,
80,1,hyb_vehicles1_to_vehicles2_E16_K6_F1_ep80_s1,hybrid_transfer,16,6,1,64,0.856,0.826,0.818,0.8181,0.7961,1.8614,10
80,1,hyb_vehicles1_to_vehicles2_E16_K6_F2_ep80_s1,hybrid_transfer,16,6,2,49,0.828,0.806,0.812,0.8113,0.748,1.9202,"10,4"
80,1,hyb_vehicles1_to_vehicles2_E16_K6_F4_ep80_s1,hybrid_transfer,16,6,4,34,0.832,0.796,0.834,0.8333,0.7445,1.8537,"10,4,6,14"
80,1,fix_vehicles1_to_vehicles2_E16_K6_F6_ep80_s1,hybrid_transfer,16,6,6,46,0.832,0.826,0.838,0.8382,0.6429,2.4357,"10,4,6,14,7,2"
80,1,dyn_vehicles1_to_vehicles2_E16_K8_ep80_s1,target_dynamic,16,8,0,52,0.832,0.822,0.82,0.8204,0.7512,2.0007,
80,1,hyb_vehicles1_to_vehicles2_E16_K8_F1_ep80_s1,hybrid_transfer,16,8,1,61,0.832,0.848,0.796,0.7957,0.8227,2.0209,6
80,1,hyb_vehicles1_to_vehicles2_E16_K8_F2_ep80_s1,hybrid_transfer,16,8,2,61,0.828,0.844,0.77,0.7667,0.9204,1.9282,"6,2"
80,1,hyb_vehicles1_to_vehicles2_E16_K8_F4_ep80_s1,hybrid_transfer,16,8,4,46,0.852,0.842,0.828,0.828,0.7021,1.9451,"6,2,14,7"
80,1,hyb_vehicles1_to_vehicles2_E16_K8_F6_ep80_s1,hybrid_transfer,16,8,6,69,0.824,0.824,0.794,0.7963,0.8335,1.9546,"6,2,14,7,4,13"
80,1,fix_vehicles1_to_vehicles2_E16_K8_F8_ep80_s1,hybrid_transfer,16,8,8,46,0.84,0.794,0.824,0.8234,0.8246,2.3018,"6,2,14,7,4,13,5,15"
80,1,dyn_vehicles1_to_vehicles2_E32_K4_ep80_s1,target_dynamic,32,4,0,75,0.832,0.828,0.794,0.7896,0.96,2.4053,
80,1,hyb_vehicles1_to_vehicles2_E32_K4_F1_ep80_s1,hybrid_transfer,32,4,1,50,0.816,0.802,0.752,0.7505,1.1478,2.2786,23
80,1,hyb_vehicles1_to_vehicles2_E32_K4_F2_ep80_s1,hybrid_transfer,32,4,2,75,0.828,0.85,0.716,0.7192,1.422,2.149,"23,4"
80,1,hyb_vehicles1_to_vehicles2_E32_K4_F3_ep80_s1,hybrid_transfer,32,4,3,71,0.84,0.83,0.812,0.8126,0.8954,1.8343,"23,4,14"
80,1,fix_vehicles1_to_vehicles2_E32_K4_F4_ep80_s1,hybrid_transfer,32,4,4,59,0.844,0.856,0.78,0.7779,0.9945,3.3182,"23,4,14,6"
80,1,dyn_vehicles1_to_vehicles2_E32_K6_ep80_s1,target_dynamic,32,6,0,78,0.832,0.842,0.822,0.8207,0.9691,2.4621,
80,1,hyb_vehicles1_to_vehicles2_E32_K6_F1_ep80_s1,hybrid_transfer,32,6,1,50,0.832,0.798,0.754,0.752,1.1618,2.4221,23
80,1,hyb_vehicles1_to_vehicles2_E32_K6_F2_ep80_s1,hybrid_transfer,32,6,2,71,0.848,0.854,0.756,0.7581,1.2235,2.3162,"23,14"
80,1,hyb_vehicles1_to_vehicles2_E32_K6_F4_ep80_s1,hybrid_transfer,32,6,4,59,0.84,0.84,0.76,0.7583,1.1648,2.418,"23,14,5,7"
80,1,fix_vehicles1_to_vehicles2_E32_K6_F6_ep80_s1,hybrid_transfer,32,6,6,77,0.832,0.856,0.796,0.794,0.946,3.1745,"23,14,5,7,3,6"
80,1,dyn_vehicles1_to_vehicles2_E32_K8_ep80_s1,target_dynamic,32,8,0,59,0.812,0.848,0.818,0.8197,0.8923,2.5145,
80,1,hyb_vehicles1_to_vehicles2_E32_K8_F1_ep80_s1,hybrid_transfer,32,8,1,77,0.836,0.808,0.81,0.8096,0.8569,2.5424,23
80,1,hyb_vehicles1_to_vehicles2_E32_K8_F2_ep80_s1,hybrid_transfer,32,8,2,44,0.832,0.794,0.75,0.741,1.2143,2.4191,"23,10"
80,1,hyb_vehicles1_to_vehicles2_E32_K8_F4_ep80_s1,hybrid_transfer,32,8,4,63,0.832,0.828,0.824,0.8237,0.8674,2.3988,"23,10,7,16"
80,1,hyb_vehicles1_to_vehicles2_E32_K8_F6_ep80_s1,hybrid_transfer,32,8,6,38,0.824,0.846,0.816,0.8147,0.9477,2.4651,"23,10,7,16,3,25"
80,1,fix_vehicles1_to_vehicles2_E32_K8_F8_ep80_s1,hybrid_transfer,32,8,8,59,0.836,0.826,0.794,0.7929,0.9965,3.1182,"23,10,7,16,3,25,31,18"
100,1,dyn_vehicles1_to_vehicles2_E8_K4_ep100_s1,target_dynamic,8,4,0,65,0.816,0.8,0.82,0.8187,0.7981,1.1506,
100,1,hyb_vehicles1_to_vehicles2_E8_K4_F1_ep100_s1,hybrid_transfer,8,4,1,89,0.848,0.826,0.806,0.8063,1.0318,1.1986,5
100,1,hyb_vehicles1_to_vehicles2_E8_K4_F2_ep100_s1,hybrid_transfer,8,4,2,77,0.84,0.828,0.818,0.8186,0.9323,1.2159,"5,4"
100,1,hyb_vehicles1_to_vehicles2_E8_K4_F3_ep100_s1,hybrid_transfer,8,4,3,44,0.84,0.856,0.786,0.7865,0.9742,1.2062,"5,4,3"
100,1,fix_vehicles1_to_vehicles2_E8_K4_F4_ep100_s1,hybrid_transfer,8,4,4,97,0.844,0.836,0.866,0.8657,0.6652,1.6738,"5,4,3,2"
100,1,dyn_vehicles1_to_vehicles2_E16_K4_ep100_s1,target_dynamic,16,4,0,34,0.824,0.822,0.838,0.8374,0.7714,1.6704,
100,1,hyb_vehicles1_to_vehicles2_E16_K4_F1_ep100_s1,hybrid_transfer,16,4,1,60,0.836,0.842,0.77,0.7625,1.412,1.7449,6
100,1,hyb_vehicles1_to_vehicles2_E16_K4_F2_ep100_s1,hybrid_transfer,16,4,2,91,0.828,0.81,0.83,0.8301,0.7762,1.6301,"6,10"
100,1,hyb_vehicles1_to_vehicles2_E16_K4_F3_ep100_s1,hybrid_transfer,16,4,3,56,0.844,0.834,0.802,0.8046,0.8783,1.6497,"6,10,14"
100,1,fix_vehicles1_to_vehicles2_E16_K4_F4_ep100_s1,hybrid_transfer,16,4,4,56,0.844,0.804,0.802,0.8037,0.8477,2.5284,"6,10,14,2"
100,1,dyn_vehicles1_to_vehicles2_E16_K6_ep100_s1,target_dynamic,16,6,0,93,0.844,0.842,0.796,0.7938,1.0414,1.7152,
100,1,hyb_vehicles1_to_vehicles2_E16_K6_F1_ep100_s1,hybrid_transfer,16,6,1,83,0.84,0.838,0.838,0.8376,0.7769,1.8044,10
100,1,hyb_vehicles1_to_vehicles2_E16_K6_F2_ep100_s1,hybrid_transfer,16,6,2,46,0.828,0.82,0.868,0.8685,0.6803,1.8905,"10,6"
100,1,hyb_vehicles1_to_vehicles2_E16_K6_F4_ep100_s1,hybrid_transfer,16,6,4,93,0.824,0.856,0.842,0.8423,0.7946,1.816,"10,6,4,14"
100,1,fix_vehicles1_to_vehicles2_E16_K6_F6_ep100_s1,hybrid_transfer,16,6,6,86,0.84,0.814,0.794,0.7841,1.1436,2.3807,"10,6,4,14,7,2"
100,1,dyn_vehicles1_to_vehicles2_E16_K8_ep100_s1,target_dynamic,16,8,0,93,0.828,0.838,0.818,0.8187,0.7977,1.9139,
100,1,hyb_vehicles1_to_vehicles2_E16_K8_F1_ep100_s1,hybrid_transfer,16,8,1,61,0.84,0.836,0.802,0.8033,0.9056,1.8992,6
100,1,hyb_vehicles1_to_vehicles2_E16_K8_F2_ep100_s1,hybrid_transfer,16,8,2,86,0.84,0.852,0.77,0.7627,1.239,1.8247,"6,2"
100,1,hyb_vehicles1_to_vehicles2_E16_K8_F4_ep100_s1,hybrid_transfer,16,8,4,83,0.828,0.856,0.836,0.8352,0.6596,1.8758,"6,2,14,7"
100,1,hyb_vehicles1_to_vehicles2_E16_K8_F6_ep100_s1,hybrid_transfer,16,8,6,52,0.824,0.824,0.788,0.7896,1.0686,1.7342,"6,2,14,7,11,15"
100,1,fix_vehicles1_to_vehicles2_E16_K8_F8_ep100_s1,hybrid_transfer,16,8,8,64,0.836,0.86,0.772,0.7671,1.2587,2.2332,"6,2,14,7,11,15,5,4"
100,1,dyn_vehicles1_to_vehicles2_E32_K4_ep100_s1,target_dynamic,32,4,0,71,0.848,0.848,0.838,0.8385,0.8093,2.1436,
100,1,hyb_vehicles1_to_vehicles2_E32_K4_F1_ep100_s1,hybrid_transfer,32,4,1,27,0.832,0.814,0.836,0.8363,0.744,2.0634,23
100,1,hyb_vehicles1_to_vehicles2_E32_K4_F2_ep100_s1,hybrid_transfer,32,4,2,50,0.832,0.826,0.842,0.8414,0.8729,2.3339,"23,14"
100,1,hyb_vehicles1_to_vehicles2_E32_K4_F3_ep100_s1,hybrid_transfer,32,4,3,59,0.832,0.82,0.83,0.8299,0.7765,1.9349,"23,14,4"
100,1,fix_vehicles1_to_vehicles2_E32_K4_F4_ep100_s1,hybrid_transfer,32,4,4,95,0.844,0.828,0.846,0.8466,0.7711,3.2751,"23,14,4,6"
100,1,dyn_vehicles1_to_vehicles2_E32_K6_ep100_s1,target_dynamic,32,6,0,60,0.828,0.818,0.796,0.7955,1.0482,2.3709,
100,1,hyb_vehicles1_to_vehicles2_E32_K6_F1_ep100_s1,hybrid_transfer,32,6,1,95,0.836,0.812,0.822,0.8218,0.9223,2.3193,23
100,1,hyb_vehicles1_to_vehicles2_E32_K6_F2_ep100_s1,hybrid_transfer,32,6,2,59,0.828,0.854,0.838,0.8386,1.0052,2.2615,"23,14"
100,1,hyb_vehicles1_to_vehicles2_E32_K6_F4_ep100_s1,hybrid_transfer,32,6,4,91,0.832,0.818,0.848,0.8484,0.7905,2.2508,"23,14,5,7"
100,1,fix_vehicles1_to_vehicles2_E32_K6_F6_ep100_s1,hybrid_transfer,32,6,6,100,0.844,0.836,0.836,0.8366,0.8506,3.1759,"23,14,5,7,3,6"
100,1,dyn_vehicles1_to_vehicles2_E32_K8_ep100_s1,target_dynamic,32,8,0,74,0.82,0.814,0.822,0.8209,0.7426,2.5437,
100,1,hyb_vehicles1_to_vehicles2_E32_K8_F1_ep100_s1,hybrid_transfer,32,8,1,100,0.844,0.822,0.822,0.8235,0.83,2.4965,23
100,1,hyb_vehicles1_to_vehicles2_E32_K8_F2_ep100_s1,hybrid_transfer,32,8,2,86,0.836,0.86,0.858,0.8583,0.6764,2.3308,"23,10"
100,1,hyb_vehicles1_to_vehicles2_E32_K8_F4_ep100_s1,hybrid_transfer,32,8,4,71,0.828,0.856,0.836,0.8363,0.8712,2.3852,"23,10,7,5"
100,1,hyb_vehicles1_to_vehicles2_E32_K8_F6_ep100_s1,hybrid_transfer,32,8,6,72,0.828,0.822,0.824,0.8243,0.9308,2.3511,"23,10,7,5,25,4"
100,1,fix_vehicles1_to_vehicles2_E32_K8_F8_ep100_s1,hybrid_transfer,32,8,8,91,0.836,0.826,0.818,0.8191,0.911,3.1055,"23,10,7,5,25,4,18,3"
